time,status,ear,closed_frames
1777393623.6875145,ALERT,0.2531746178851466,0
1777393623.7408535,ALERT,0.2124172058503283,0
1777393623.7887785,ALERT,0.23882054385442208,0
1777393623.8364494,ALERT,0.2781478144198246,0
1777393623.8818278,ALERT,0.19566075426385626,0
1777393623.926561,ALERT,0.23022581277253648,0
1777393623.978752,ALERT,0.10034971803975162,1
1777393624.0203269,ALERT,0.2982760623143065,0
1777393624.0613837,ALERT,0.18205397895020742,0
1777393624.1172884,ALERT,0.25315308510284606,0
1777393624.163174,ALERT,0.24919097582162344,0
1777393624.209132,ALERT,0.25268467275153217,0
1777393624.259861,ALERT,0.11991458992123863,1
1777393624.295198,ALERT,0.11911404230210099,2
1777393624.3558033,ALERT,0.14450932918177348,3
1777393624.3994136,ALERT,0.28200460714396336,0
1777393624.446073,ALERT,0.23557420747477947,0
1777393624.4862773,ALERT,0.13440712348866335,1
1777393624.538434,ALERT,0.11053150512434898,2
1777393624.5842688,ALERT,0.2813127669395323,0
1777393624.6359894,ALERT,0.1468774696166822,1
1777393624.6826534,ALERT,0.16229311903948684,0
1777393624.7211876,ALERT,0.20069178117326242,0
1777393624.773405,ALERT,0.276097002507328,0
1777393624.8261344,ALERT,0.22122730591234446,0
1777393624.8714647,ALERT,0.1283831226339662,1
1777393624.91628,ALERT,0.25225679653793304,0
1777393624.9548569,ALERT,0.2655056773374316,0
1777393624.9979408,ALERT,0.18431946258497817,0
1777393625.0425332,ALERT,0.1785992849406362,0
1777393625.0914228,ALERT,0.2685537452934801,0
1777393625.1383739,ALERT,0.2973233282495985,0
1777393625.176904,ALERT,0.1384581862610062,1
1777393625.228455,ALERT,0.1641736867051796,0
1777393625.2785647,ALERT,0.1571581064260406,0
1777393625.318644,ALERT,0.21574305014442358,0
1777393625.3726134,ALERT,0.27352969070642386,0
1777393625.420899,ALERT,0.14765953790241124,1
1777393625.4677403,ALERT,0.286430692686906,0
1777393625.5137365,ALERT,0.24192667047587904,0
1777393625.5615625,ALERT,0.2542675015197957,0
1777393625.6083012,ALERT,0.22507400033059183,0
1777393625.6544192,ALERT,0.12416900879715138,1
1777393625.698913,ALERT,0.2900082633452168,0
1777393625.7489772,ALERT,0.12992159534983846,1
1777393625.789738,ALERT,0.219738277808802,0
1777393625.8387094,ALERT,0.1897928095190653,0
1777393625.8985195,ALERT,0.17179605588679273,0
1777393625.9537764,ALERT,0.2455302624268907,0
1777393625.9958477,ALERT,0.27160754117567787,0
1777393626.0462687,ALERT,0.22081847226881499,0
1777393626.086702,ALERT,0.23228930730508038,0
1777393626.1263895,ALERT,0.17787020760794858,0
1777393626.1679542,ALERT,0.21005730826141622,0
1777393626.2374578,ALERT,0.23673657331057316,0
1777393626.277583,ALERT,0.15502534473626217,0
1777393626.3290596,ALERT,0.11878856443560011,1
1777393626.4236038,ALERT,0.2311541879940266,0
1777393626.4691026,ALERT,0.2755802925591591,0
1777393626.5176954,ALERT,0.18799523299035392,0
1777393626.5618155,ALERT,0.25110360451220926,0
1777393626.604277,ALERT,0.10881146433509653,1
1777393626.6593912,ALERT,0.1104156064705786,2
1777393626.7025323,ALERT,0.249957373210168,0
1777393626.753318,ALERT,0.293879824980672,0
1777393626.7962313,ALERT,0.20112008302088025,0
1777393626.8393795,ALERT,0.14859563408548923,1
1777393626.8894968,ALERT,0.20718244686236098,0
1777393626.93769,ALERT,0.18517959070760534,0
1777393626.9830663,ALERT,0.19014379408698895,0
1777393627.029806,ALERT,0.14948939038863213,1
1777393627.0723648,ALERT,0.20040373346251344,0
1777393627.1218681,ALERT,0.2832936888217328,0
1777393627.1677618,ALERT,0.18151431884383187,0
1777393627.2142105,ALERT,0.14947950719864386,1
1777393627.2621171,ALERT,0.2504563208349512,0
1777393627.3088157,ALERT,0.2676906141520823,0
1777393627.3553886,ALERT,0.2289864776754004,0
1777393627.4013784,ALERT,0.10788900300263503,1
1777393627.4455392,ALERT,0.11403345661897304,2
1777393627.4928167,ALERT,0.12516274114593817,3
1777393627.5411215,ALERT,0.29806134355251435,0
1777393627.5882604,ALERT,0.1864261994508551,0
1777393627.6286883,ALERT,0.23443146236002402,0
1777393627.6827285,ALERT,0.2687797700298013,0
1777393627.7284906,ALERT,0.15106164892679258,0
1777393627.7727194,ALERT,0.11761034236435071,1
1777393627.821133,ALERT,0.13545323093354766,2
1777393627.869477,ALERT,0.24458102194230927,0
1777393627.9171462,ALERT,0.27948115050645816,0
1777393627.9595137,ALERT,0.23501759656509394,0
1777393628.0078535,ALERT,0.1907801229785305,0
1777393628.0575557,ALERT,0.18931773293851414,0
1777393628.1006417,ALERT,0.25117227286074684,0
1777393628.1481802,ALERT,0.16805144047106724,0
1777393628.1946197,ALERT,0.15721669764470922,0
1777393628.2411435,ALERT,0.21928139315327277,0
1777393628.2899811,ALERT,0.2029384223652747,0
1777393628.3369596,ALERT,0.294372511930461,0
1777393628.385753,ALERT,0.1409491108579676,1
1777393628.4333942,ALERT,0.1942865772734571,0
1777393628.4769452,ALERT,0.25200041018493324,0
1777393628.5246766,ALERT,0.16990380422944154,0
1777393628.5666826,ALERT,0.27317651462404413,0
1777393628.6160011,ALERT,0.2579496584045024,0
1777393628.6635778,ALERT,0.10193442365539235,1
1777393628.7121315,ALERT,0.1949278071487196,0
1777393628.7585523,ALERT,0.20331521648859235,0
1777393628.8067913,ALERT,0.27603423345568223,0
1777393628.8513927,ALERT,0.24684445009022035,0
1777393628.8971972,ALERT,0.25625924295361213,0
1777393628.9460213,ALERT,0.2794996640063646,0
1777393628.9920006,ALERT,0.24307605396361734,0
1777393629.0421238,ALERT,0.18987081685949792,0
1777393629.0834556,ALERT,0.16744438222237945,0
1777393629.1312017,ALERT,0.21429206730577333,0
1777393629.1809998,ALERT,0.2265659787213741,0
1777393629.2258735,ALERT,0.18059578480507685,0
1777393629.2730951,ALERT,0.21167066700262455,0
1777393629.3240762,ALERT,0.24268119621935197,0
1777393629.3674152,ALERT,0.22375948734779083,0
1777393629.4178321,ALERT,0.11949892407856333,1
1777393629.4625938,ALERT,0.1188769864970259,2
1777393629.5088341,ALERT,0.24450238453329548,0
1777393629.5612066,ALERT,0.23835174008062243,0
1777393629.602903,ALERT,0.1298291291286654,1
1777393629.650366,ALERT,0.1623680555334282,0
1777393629.6953259,ALERT,0.14744576199847362,1
1777393629.7466397,ALERT,0.20683253470446145,0
1777393629.7948854,ALERT,0.20772327258658035,0
1777393629.8449526,ALERT,0.2567059828069227,0
1777393629.8828645,ALERT,0.22611104583874309,0
1777393629.9337134,ALERT,0.18994469444007922,0
1777393629.9806066,ALERT,0.15295875230315242,0
1777393630.0300107,ALERT,0.2586154725898699,0
1777393630.0747554,ALERT,0.11595034023760364,1
1777393630.1204867,ALERT,0.18766147020914087,0
1777393630.169717,ALERT,0.12271415248860212,1
1777393630.211048,ALERT,0.24115564913918344,0
1777393630.2621772,ALERT,0.10681131405460945,1
1777393630.3066704,ALERT,0.16226584276774006,0
1777393630.3543067,ALERT,0.12755868394763417,1
1777393630.406786,ALERT,0.15295912147657736,0
1777393630.447359,ALERT,0.10075651634037763,1
1777393630.5003583,ALERT,0.22319564969621258,0
1777393630.5406947,ALERT,0.13700990860154041,1
1777393630.5905242,ALERT,0.27812587838902214,0
1777393630.633647,ALERT,0.22590427995687754,0
1777393630.6814897,ALERT,0.10748196352943756,1
1777393630.732842,ALERT,0.11784689429479674,2
1777393630.775944,ALERT,0.27219915896094465,0
1777393630.8237524,ALERT,0.2925795423187181,0
1777393630.869101,ALERT,0.21537007943833483,0
1777393630.9154274,ALERT,0.145058842556208,1
1777393630.9656239,ALERT,0.20041991754941618,0
1777393631.008599,ALERT,0.13854341087544453,1
1777393631.0559134,ALERT,0.24758863964219063,0
1777393631.1055717,ALERT,0.27328037226432267,0
1777393631.147536,ALERT,0.12258314462456961,1
1777393631.1999183,ALERT,0.12474431023541876,2
1777393631.2409146,ALERT,0.19329342198495908,0
1777393631.290698,ALERT,0.18746934684222344,0
1777393631.3370163,ALERT,0.16146829044683045,0
1777393631.3816755,ALERT,0.21000927700967914,0
1777393631.426672,ALERT,0.23709175810066355,0
1777393631.4747112,ALERT,0.18185658431282536,0
1777393631.5256615,ALERT,0.10281689252967335,1
1777393631.5651474,ALERT,0.1401075669773363,2
1777393631.6182673,ALERT,0.1927421099652201,0
1777393631.6646454,ALERT,0.14306859957951584,1
1777393631.7110236,ALERT,0.21558617832984028,0
1777393631.7541893,ALERT,0.15504657104586708,0
1777393631.7980855,ALERT,0.26523310679421097,0
1777393631.850086,ALERT,0.11642929327357697,1
1777393631.8966248,ALERT,0.1149865602811764,2
1777393631.9418025,ALERT,0.1800246592973892,0
1777393631.989833,ALERT,0.13410529678876654,1
1777393632.0356786,ALERT,0.16527097436006039,0
1777393632.0830681,ALERT,0.2505569635991467,0
1777393632.1307507,ALERT,0.2498076921055512,0
1777393632.1785896,ALERT,0.24974991376793476,0
1777393632.2177548,ALERT,0.17100183630490956,0
1777393632.273303,ALERT,0.17659301993407875,0
1777393632.3183537,ALERT,0.28525924999295477,0
1777393632.361533,ALERT,0.20393379206263582,0
1777393632.413836,ALERT,0.18550154850541273,0
1777393632.457089,ALERT,0.11421133257968293,1
1777393632.5056458,ALERT,0.22731484659514806,0
1777393632.5493267,ALERT,0.1728674987494549,0
1777393632.5972545,ALERT,0.29411826956190656,0
1777393632.645754,ALERT,0.11337799217552157,1
1777393632.6933172,ALERT,0.20708844699470938,0
1777393632.737784,ALERT,0.1411383240330831,1
1777393632.7799082,ALERT,0.168880185209088,0
1777393632.835555,ALERT,0.24482475462652722,0
1777393632.8837397,ALERT,0.17904291454726817,0
1777393632.9267395,ALERT,0.20742910136332549,0
1777393632.9740167,ALERT,0.1488637563635668,1
1777393633.019096,ALERT,0.12314359025548466,2
1777393633.0712326,ALERT,0.17525048285416048,0
1777393633.113257,ALERT,0.15014285288215018,0
1777393633.1635365,ALERT,0.16074093125645142,0
1777393633.2096527,ALERT,0.21699767201729875,0
1777393633.259035,ALERT,0.2722770928601949,0
1777393633.3018441,ALERT,0.20683465959005565,0
1777393633.3492923,ALERT,0.1571751536077721,0
1777393633.3953362,ALERT,0.2615445096934661,0
1777393633.4449756,ALERT,0.1778624031683801,0
1777393633.4897244,ALERT,0.29403647035553476,0
1777393633.5331337,ALERT,0.14215274001040326,1
1777393633.5859518,ALERT,0.11719606958366352,2
1777393633.625696,ALERT,0.23022545538605108,0
1777393633.6789026,ALERT,0.14770376766661428,1
1777393633.7226932,ALERT,0.20384768472512826,0
1777393633.7737541,ALERT,0.10515819950354835,1
1777393633.8173213,ALERT,0.17626007771204458,0
1777393633.8660529,ALERT,0.12283904708084309,1
1777393633.9111397,ALERT,0.1679071201657739,0
1777393633.957011,ALERT,0.1016467407967383,1
1777393634.006539,ALERT,0.29510913696519436,0
1777393634.0485132,ALERT,0.1728857282796739,0
1777393634.1004987,ALERT,0.1900101920984561,0
1777393634.146173,ALERT,0.28114598533401597,0
1777393634.194992,ALERT,0.2890016338332443,0
1777393634.2384498,ALERT,0.13786819958243318,1
1777393634.2879012,ALERT,0.17079653327295707,0
1777393634.3297284,ALERT,0.11886271267663068,1
1777393634.3813803,ALERT,0.13846263920977506,2
1777393634.423937,ALERT,0.1779809511756056,0
1777393634.472355,ALERT,0.2072556316355782,0
1777393634.5185623,ALERT,0.11490167490864854,1
1777393634.5628445,ALERT,0.179954765329943,0
1777393634.613609,ALERT,0.18484349770169578,0
1777393634.6609447,ALERT,0.23441580561192735,0
1777393634.703555,ALERT,0.14587002923218234,1
1777393634.7488568,ALERT,0.17577637034102983,0
1777393634.8000658,ALERT,0.1106565450989333,1
1777393634.8498433,ALERT,0.19162620242258074,0
1777393634.8916867,ALERT,0.23237087780863602,0
1777393634.9341414,ALERT,0.10589105964252997,1
1777393634.9874194,ALERT,0.2588257236292385,0
1777393635.035663,ALERT,0.14832798110178452,1
1777393635.0770495,ALERT,0.12261413689242329,2
1777393635.1287534,ALERT,0.11973167123833184,3
1777393635.175239,ALERT,0.1535450949661089,0
1777393635.221322,ALERT,0.2853284518291209,0
1777393635.2732952,ALERT,0.18688287365950007,0
1777393635.3147469,ALERT,0.15594276503138088,0
1777393635.3642838,ALERT,0.2514974529094134,0
1777393635.4096427,ALERT,0.2890680179214883,0
1777393635.4574072,ALERT,0.1511890455637039,0
1777393635.503815,ALERT,0.2646603119665415,0
1777393635.5527227,ALERT,0.287505851194628,0
1777393635.5952232,ALERT,0.29533603824748644,0
1777393635.6414745,ALERT,0.19176888020574184,0
1777393635.6898823,ALERT,0.18672990976377773,0
1777393635.7357771,ALERT,0.1091686307743811,1
1777393635.784318,ALERT,0.18515922670474927,0
1777393635.8297956,ALERT,0.17046355787126682,0
1777393635.8772855,ALERT,0.1704855671640412,0
1777393635.9234903,ALERT,0.105041896127762,1
1777393635.9705145,ALERT,0.12597544084131368,2
1777393636.0177362,ALERT,0.25337336989638437,0
1777393636.065563,ALERT,0.2589524280568935,0
1777393636.112368,ALERT,0.10244030746005797,1
1777393636.1603336,ALERT,0.20268913860756588,0
1777393636.203664,ALERT,0.24711714895479783,0
1777393636.253471,ALERT,0.1806803450144198,0
1777393636.2980402,ALERT,0.1925292031748383,0
1777393636.340109,ALERT,0.18719275135229285,0
1777393636.389375,ALERT,0.24365634564923666,0
1777393636.4390194,ALERT,0.1600379022514205,0
1777393636.4848166,ALERT,0.14215670257419638,1
1777393636.5326402,ALERT,0.23657876918695991,0
1777393636.5816092,ALERT,0.2983811099782042,0
1777393636.625786,ALERT,0.2937381195616563,0
1777393636.6711898,ALERT,0.17070742320854299,0
1777393636.721979,ALERT,0.23525517850575103,0
1777393636.7707975,ALERT,0.18703455524497742,0
1777393636.8211546,ALERT,0.2980933623069808,0
1777393636.8603833,ALERT,0.18481715804018323,0
1777393636.908157,ALERT,0.2959310922208582,0
1777393636.9559584,ALERT,0.1049164261013863,1
1777393637.0022385,ALERT,0.21163038620368008,0
1777393637.0486734,ALERT,0.24984877432717115,0
1777393637.0939996,ALERT,0.27343565456049224,0
1777393637.1443696,ALERT,0.28023100547115,0
1777393637.1923947,ALERT,0.11673027984068207,1
1777393637.2397568,ALERT,0.22986403086707952,0
1777393637.283649,ALERT,0.205062930146863,0
1777393637.3300934,ALERT,0.22984898854889715,0
1777393637.3769546,ALERT,0.17683839446033991,0
1777393637.4261982,ALERT,0.2581391825638887,0
1777393637.474341,ALERT,0.2430128868925057,0
1777393637.519891,ALERT,0.2823219189556746,0
1777393637.5666184,ALERT,0.2649784483151759,0
1777393637.6112049,ALERT,0.11635666588420975,1
1777393637.6587696,ALERT,0.22400179298959522,0
1777393637.7079165,ALERT,0.13696274511380024,1
1777393637.7554216,ALERT,0.1935348017176896,0
1777393637.801411,ALERT,0.24055117563436662,0
1777393637.8511417,ALERT,0.29179257081443544,0
1777393637.8937361,ALERT,0.2953801257661781,0
1777393637.9398963,ALERT,0.23415408273896302,0
1777393637.9883072,ALERT,0.1964056623761233,0
1777393638.037416,ALERT,0.1828596839772792,0
1777393638.0799477,ALERT,0.15456585766713576,0
1777393638.131305,ALERT,0.27837196495199834,0
1777393638.1759927,ALERT,0.265052457564245,0
1777393638.2225077,ALERT,0.26324063755910343,0
1777393638.2717075,ALERT,0.19565098408229964,0
1777393638.3174334,ALERT,0.21271714907215566,0
1777393638.363055,ALERT,0.26316875814859275,0
1777393638.40884,ALERT,0.137656676347565,1
1777393638.4564967,ALERT,0.2809851399813205,0
1777393638.5016117,ALERT,0.2328938963292664,0
1777393638.5497231,ALERT,0.12985138700236204,1
1777393638.5949476,ALERT,0.17384601358448495,0
1777393638.6381605,ALERT,0.12365600792824356,1
1777393638.6913197,ALERT,0.2328960758073802,0
1777393638.736169,ALERT,0.2753939466785492,0
1777393638.783912,ALERT,0.17057199054659652,0
1777393638.8324442,ALERT,0.19656500300014343,0
1777393638.8739605,ALERT,0.14257234692451878,1
1777393638.9249308,ALERT,0.232658805972139,0
1777393638.9744797,ALERT,0.2907932765420438,0
1777393639.0204206,ALERT,0.2589226356039704,0
1777393639.0674226,ALERT,0.17397233776762103,0
1777393639.1125531,ALERT,0.24034373946363266,0
1777393639.1616442,ALERT,0.15641719351414846,0
1777393639.2080262,ALERT,0.22507266815425256,0
1777393639.2551882,ALERT,0.10133788817408491,1
1777393639.297614,ALERT,0.1397438512833658,2
1777393639.3466673,ALERT,0.18859398899770372,0
1777393639.3939426,ALERT,0.19725640876335082,0
1777393639.4397442,ALERT,0.19469449779780273,0
1777393639.488259,ALERT,0.27402535722804294,0
1777393639.5359154,ALERT,0.18343779836414204,0
1777393639.5806415,ALERT,0.12541889384435742,1
1777393639.6270406,ALERT,0.11097128079458629,2
1777393639.6732833,ALERT,0.2696814931653815,0
1777393639.7228925,ALERT,0.2442416728481624,0
1777393639.7684412,ALERT,0.2948558133834166,0
1777393639.817586,ALERT,0.12140629562196,1
1777393639.8610861,ALERT,0.11708512402510668,2
1777393639.9079394,ALERT,0.2697538071467256,0
1777393639.95649,ALERT,0.11659332051066379,1
1777393640.0027194,ALERT,0.24912760207658668,0
1777393640.0535269,ALERT,0.16066741002161958,0
1777393640.0954566,ALERT,0.108859929830746,1
1777393640.140683,ALERT,0.21068386429075878,0
1777393640.187524,ALERT,0.23130476226895802,0
1777393640.2349627,ALERT,0.21602016518693112,0
1777393640.283009,ALERT,0.24446640911418976,0
1777393640.3290024,ALERT,0.10597759711308341,1
1777393640.3763258,ALERT,0.18882615647651957,0
1777393640.4185436,ALERT,0.1083364472516554,1
1777393640.4683206,ALERT,0.25284119462726695,0
1777393640.5197518,ALERT,0.25885830699888157,0
1777393640.5614018,ALERT,0.12291643330097593,1
1777393640.612391,ALERT,0.27597385657884577,0
1777393640.6576366,ALERT,0.2760479881980595,0
1777393640.7056787,ALERT,0.27442014237379236,0
1777393640.7488227,ALERT,0.1911278856991406,0
1777393640.791824,ALERT,0.1401888315600344,1
1777393640.8495693,ALERT,0.1516908070408146,0
1777393640.8926818,ALERT,0.15697834639526284,0
1777393640.9392908,ALERT,0.11267600009209695,1
1777393640.988989,ALERT,0.10962044381048466,2
1777393641.0330791,ALERT,0.1823131558193067,0
1777393641.0822296,ALERT,0.16306566915351683,0
1777393641.1267986,ALERT,0.13628835305115086,1
1777393641.1757371,ALERT,0.18125138895549103,0
1777393641.220486,ALERT,0.2873936371262945,0
1777393641.2692297,ALERT,0.17226307186790396,0
1777393641.3243978,ALERT,0.15480357425440153,0
1777393641.3777773,ALERT,0.2387627330468727,0
1777393641.423278,ALERT,0.2182271832964653,0
1777393641.4747984,ALERT,0.19362106237582916,0
1777393641.5161576,ALERT,0.13623967255322506,1
1777393641.5645835,ALERT,0.28631712600140613,0
1777393641.611013,ALERT,0.2608751838443546,0
1777393641.6598103,ALERT,0.12494234856417563,1
1777393641.7079012,ALERT,0.27359811075948737,0
1777393641.7532165,ALERT,0.13612108305618636,1
1777393641.7969239,ALERT,0.20434130336979495,0
1777393641.8466456,ALERT,0.22104648858290082,0
1777393641.8933399,ALERT,0.1850583185120584,0
1777393641.9379227,ALERT,0.24923831885400902,0
1777393641.9848354,ALERT,0.28693496171328514,0
1777393642.0317078,ALERT,0.23901888441842362,0
1777393642.0817544,ALERT,0.2300482543511258,0
1777393642.1303053,ALERT,0.25351935606749065,0
1777393642.1761634,ALERT,0.1520362910174065,0
1777393642.2223067,ALERT,0.14441518032541373,1
1777393642.2669523,ALERT,0.13523232847774702,2
1777393642.3163893,ALERT,0.251928761415216,0
1777393642.3615005,ALERT,0.10379028815796985,1
1777393642.4094748,ALERT,0.19993636189166486,0
1777393642.4555798,ALERT,0.18083681694366616,0
1777393642.5000205,ALERT,0.21199433036225113,0
1777393642.550972,ALERT,0.22898995851046036,0
1777393642.5948153,ALERT,0.24802674485353873,0
1777393642.6433547,ALERT,0.2194169448940096,0
1777393642.6894045,ALERT,0.20001180560270557,0
1777393642.739572,ALERT,0.2705497655201313,0
1777393642.7845426,ALERT,0.1975500006325128,0
1777393642.8313246,ALERT,0.11475575888628327,1
1777393642.8750417,ALERT,0.2278253251060588,0
1777393642.9245412,ALERT,0.2509181151712744,0
1777393642.9721427,ALERT,0.23412525089260103,0
1777393643.0170827,ALERT,0.2912028708523784,0
1777393643.0641692,ALERT,0.11078324392567092,1
1777393643.1139011,ALERT,0.1264692370171079,2
1777393643.1571321,ALERT,0.22162166796922922,0
1777393643.205041,ALERT,0.24209198531016657,0
1777393643.248144,ALERT,0.1395951891555292,1
1777393643.3250015,ALERT,0.12620833684735946,2
1777393643.3796098,ALERT,0.16405271445192005,0
1777393643.423908,ALERT,0.21660149619524924,0
1777393643.4636803,ALERT,0.2753348960682527,0
1777393643.520703,ALERT,0.14609942052062402,1
1777393643.5623395,ALERT,0.2550325674123646,0
1777393643.611783,ALERT,0.17025490880674804,0
1777393643.6564045,ALERT,0.26806313177932295,0
1777393643.7027626,ALERT,0.17096792267685743,0
1777393643.7522657,ALERT,0.2276075399907196,0
1777393643.80074,ALERT,0.2358226495181274,0
1777393643.8446155,ALERT,0.17407627979473403,0
1777393643.8924243,ALERT,0.22202592852284103,0
1777393643.9406385,ALERT,0.29275887879261064,0
1777393643.9828167,ALERT,0.29354117804555285,0
1777393644.0383103,ALERT,0.28341316785656584,0
1777393644.0764377,ALERT,0.1454976672198665,1
1777393644.1337202,ALERT,0.1529203177298406,0
1777393644.1736991,ALERT,0.19349945639173058,0
1777393644.2268636,ALERT,0.14142768512229723,1
1777393644.2744243,ALERT,0.18966286104271712,0
1777393644.3144245,ALERT,0.2084307802017485,0
1777393644.3709366,ALERT,0.11680974841252428,1
1777393644.430879,ALERT,0.17419479491940545,0
1777393644.471715,ALERT,0.2997432920050531,0
1777393644.5252912,ALERT,0.2772361805811353,0
1777393644.5695784,ALERT,0.2886659715141845,0
1777393644.6185744,ALERT,0.14670122760454601,1
1777393644.6594915,ALERT,0.22684835491318567,0
1777393644.708808,ALERT,0.18797357487974314,0
1777393644.75165,ALERT,0.25748710595999247,0
1777393644.8015885,ALERT,0.11339125649867193,1
1777393644.850608,ALERT,0.18444618835176704,0
1777393644.8915427,ALERT,0.2122825578087892,0
1777393644.9419475,ALERT,0.17312379929139474,0
1777393644.9850419,ALERT,0.29144716180247354,0
1777393645.036729,ALERT,0.11424227859562791,1
1777393645.077464,ALERT,0.12453135935053342,2
1777393645.1269372,ALERT,0.2621804375232006,0
1777393645.1749938,ALERT,0.2404870535778296,0
1777393645.2246454,ALERT,0.12551030825954307,1
1777393645.26668,ALERT,0.14194310127465723,2
1777393645.3142383,ALERT,0.2940373513989838,0
